month_year,region,country,type_of_crude,volume,total_value,cif_price,prop_of_total_imports
2017-05-01,Middle East,Iran,Other Iran Crude,451,21992,48.74,0.0014000000000000002
2017-05-01,Middle East,Iran,Iranian Heavy,8639,389476,45.08,0.0262
2017-05-01,Middle East,Iran,Iranian Light,4571,212671,46.52,0.0138
2017-05-01,Middle East,Iraq,Basrah Light,13148,599200,45.57,0.0398
2017-05-01,Middle East,Iraq,Kirkuk,7133,340574,47.74,0.0216
2017-05-01,Middle East,Iraq,Other Iraq Crude,10569,479672,45.38,0.032
2017-05-01,Middle East,Kuwait,Kuwait Blend,5389,250553,46.49,0.0163
2017-05-01,Middle East,Saudi Arabia,Arab Light,19610,942217,48.05,0.0594
2017-05-01,Middle East,Saudi Arabia,Other Saudi Arabia Crude,2398,118244,49.32,0.0073
2017-05-01,Middle East,Saudi Arabia,Arab Heavy,1387,67184,48.43,0.0042
2017-05-01,Middle East,Saudi Arabia,Berri (Extra Light),2540,123561,48.65,0.0077
2017-06-01,Africa,Algeria,Saharan Blend,7566,355007,46.92,0.0222
2017-06-01,Africa,Algeria,Other Algeria Crude,20,920,46.23,1e-4
2017-06-01,Africa,Angola,Other Angola Crude,2887,145632,50.44,0.0085
2017-06-01,Africa,Cameroon,Cameroon Crude,648,32282,49.82,0.0019
2017-06-01,Africa,Egypt,Medium/Light (30-40o),3931,186164,47.36,0.0115
2017-06-01,Africa,Gabon,Rabi/Rabi Kounga,351,17812,50.75,0.001
2017-06-01,Africa,Gabon,Other Gabon Crude,947,43183,45.6,0.0028000000000000004
2017-06-01,Africa,Libya,Medium (30-40o),7857,369622,47.04,0.023
2017-06-01,Africa,Libya,Heavy (<30o API),1201,55076,45.85,0.0034999999999999996
2017-06-01,Africa,Libya,Light (>40o),5768,269276,46.69,0.0169
2017-06-01,Africa,Nigeria,Medium (<33o),6927,344513,49.74,0.0203
2017-06-01,Africa,Nigeria,Light (33-45o),12224,606628,49.63,0.0358
2017-06-01,Africa,Nigeria,Condensate (>45o),1060,56020,52.85,0.0031
2017-06-01,Africa,Other African Countries,Other Africa Crude,4965,235108,47.36,0.0146
2017-06-01,Africa,Tunisia,Tunisia Crude,572,26008,45.51,0.0017000000000000001
2017-06-01,America,Brazil,Brazil Crude,4343,201297,46.35,0.0127
2017-06-01,America,Canada,Light Sweet (>30o API),690,32838,47.59,0.002
2017-06-01,America,Mexico,Maya,3623,154807,42.73,0.0106
2017-06-01,America,United States,Other US Crude,6280,298170,47.48,0.0184
2017-06-01,America,Venezuela,Extra Heavy (<17o),1488,60966,40.97,0.0044
2017-06-01,Europe,Denmark,Denmark Crude,2162,102775,47.54,0.0063
2017-06-01,Europe,Norway,Statfjord,4047,191480,47.32,0.011899999999999999
2017-06-01,Europe,Norway,Ekofisk,6001,286700,47.77,0.0176
2017-06-01,Europe,Norway,Other Norway Crude,26855,1271321,47.34,0.0787
2017-06-01,Europe,Norway,Oseberg,2732,129069,47.25,0.008
2017-06-01,Europe,Norway,Gullfaks,2153,108121,50.22,0.0063
2017-06-01,Europe,Other European countries,Other Europe Crude,692,28571,41.3,0.002
2017-06-01,Europe,United Kingdom,Flotta,3971,184608,46.48,0.0116
2017-06-01,Europe,United Kingdom,Forties,3799,184158,48.47,0.0111
2017-06-01,Europe,United Kingdom,Brent Blend,1455,68764,47.26,0.0043
2017-06-01,Europe,United Kingdom,Other UK Crude,4820,221541,45.97,0.0141
2017-06-01,FSU,Azerbaijan,Azerbaijan Crude,11799,577652,48.96,0.0346
2017-06-01,FSU,Kazakhstan,Kazakhstan Crude,23081,1122623,48.64,0.0677
2017-06-01,FSU,Other FSU countries,Other FSU Crude,283,12866,45.5,8e-4
2017-06-01,FSU,Russian Federation,Other Russian Fed. Crude,40539,1889279,46.6,0.1189
2017-06-01,FSU,Russian Federation,Urals,53583,2441836,45.57,0.15710000000000002
2017-06-01,Middle East,Iran,Other Iran Crude,4418,192608,43.6,0.013000000000000001
2017-06-01,Middle East,Iran,Iranian Heavy,10952,473523,43.24,0.0321
2017-06-01,Middle East,Iran,Iranian Light,4363,197512,45.27,0.0128
2017-06-01,Middle East,Iraq,Basrah Light,14558,636683,43.73,0.042699999999999995
2017-06-01,Middle East,Iraq,Kirkuk,5410,230150,42.54,0.0159
2017-06-01,Middle East,Iraq,Other Iraq Crude,11682,499953,42.8,0.034300000000000004
2017-06-01,Middle East,Kuwait,Kuwait Blend,6051,260674,43.08,0.0177
2017-06-01,Middle East,Saudi Arabia,Arab Light,17190,791525,46.05,0.0504
2017-06-01,Middle East,Saudi Arabia,Other Saudi Arabia Crude,1424,66786,46.9,0.0042
2017-06-01,Middle East,Saudi Arabia,Arab Heavy,7,334,49.62,0
2017-06-01,Middle East,Saudi Arabia,Berri (Extra Light),3672,180068,49.04,0.0108
2017-07-01,Africa,Algeria,Saharan Blend,8030,395717,49.28,0.0225
2017-07-01,Africa,Algeria,Other Algeria Crude,199,9411,47.29,6e-4
2017-07-01,Africa,Angola,Other Angola Crude,4817,234111,48.6,0.013500000000000002
2017-07-01,Africa,Cameroon,Cameroon Crude,1602,77145,48.14,0.0045000000000000005
2017-07-01,Africa,Congo,Congo Crude,1953,93004,47.62,0.0055000000000000005
2017-07-01,Africa,Egypt,Medium/Light (30-40o),2742,132843,48.45,0.0077
2017-07-01,Africa,Gabon,Rabi/Rabi Kounga,1263,60696,48.04,0.0034999999999999996
2017-07-01,Africa,Gabon,Other Gabon Crude,1890,86819,45.95,0.0053
2017-07-01,Africa,Libya,Medium (30-40o),9396,448724,47.76,0.0264
2017-07-01,Africa,Libya,Heavy (<30o API),1226,60342,49.21,0.0034000000000000002
2017-07-01,Africa,Libya,Light (>40o),9231,447833,48.51,0.0259
2017-07-01,Africa,Nigeria,Medium (<33o),12733,634738,49.85,0.035699999999999996
2017-07-01,Africa,Nigeria,Light (33-45o),11751,573869,48.84,0.033
2017-07-01,Africa,Nigeria,Condensate (>45o),1284,57157,44.51,0.0036
2017-07-01,Africa,Other African Countries,Other Africa Crude,3575,170727,47.76,0.01
2017-07-01,Africa,Tunisia,Tunisia Crude,165,8080,48.85,5e-4
2017-07-01,America,Brazil,Brazil Crude,5590,250360,44.78,0.015700000000000002
2017-07-01,America,Canada,Canadian Heavy (<33° API),1184,50632,42.77,0.0033
2017-07-01,America,Colombia,Other Colombia Crude,491,22072,44.95,0.0014000000000000002
2017-07-01,America,Mexico,Olmeca,499,23737,47.57,0.0014000000000000002
2017-07-01,America,Mexico,Maya,6070,272652,44.92,0.017
2017-07-01,America,United States,Alaska,694,34225,49.32,0.0019
2017-07-01,America,United States,Other US Crude,3572,173089,48.46,0.01
2017-07-01,America,Venezuela,Extra Heavy (<17o),354,14689,41.49,0.001
2017-07-01,Europe,Denmark,Denmark Crude,1726,87108,50.48,0.0048
2017-07-01,Europe,Norway,Statfjord,3375,165105,48.93,0.0095
2017-07-01,Europe,Norway,Ekofisk,5814,283113,48.69,0.0163
2017-07-01,Europe,Norway,Other Norway Crude,21892,1074766,49.09,0.061399999999999996
2017-07-01,Europe,Norway,Oseberg,2721,132917,48.84,0.0076
2017-07-01,Europe,Norway,Gullfaks,4050,199886,49.35,0.011399999999999999
2017-07-01,Europe,Other European countries,Other Europe Crude,527,21093,40.05,0.0015
2017-07-01,Europe,United Kingdom,Flotta,3599,173788,48.29,0.0101
2017-07-01,Europe,United Kingdom,Forties,4771,229663,48.13,0.0134
2017-07-01,Europe,United Kingdom,Brent Blend,1808,87950,48.65,0.0051
2017-07-01,Europe,United Kingdom,Other UK Crude,6208,297682,47.95,0.0174
2017-07-01,FSU,Azerbaijan,Azerbaijan Crude,14061,697767,49.62,0.0394
2017-07-01,FSU,Kazakhstan,Kazakhstan Crude,22536,1070719,47.51,0.0632
2017-07-01,FSU,Russian Federation,Other Russian Fed. Crude,41653,1979011,47.51,0.1168
2017-07-01,FSU,Russian Federation,Urals,53337,2517221,47.19,0.1496
2017-07-01,Middle East,Iran,Other Iran Crude,1087,48467,44.59,0.003
2017-07-01,Middle East,Iran,Iranian Heavy,12568,560406,44.59,0.0352
2017-07-01,Middle East,Iran,Iranian Light,4675,212883,45.53,0.0131
2017-07-01,Middle East,Iraq,Basrah Light,13970,630929,45.16,0.0392
2017-07-01,Middle East,Iraq,Kirkuk,4511,203559,45.13,0.0127
2017-07-01,Middle East,Iraq,Other Iraq Crude,10042,457126,45.52,0.0282
2017-07-01,Middle East,Kuwait,Kuwait Blend,7654,341772,44.65,0.0215
2017-07-01,Middle East,Saudi Arabia,Arab Light,17635,827674,46.93,0.0495
2017-07-01,Middle East,Saudi Arabia,Other Saudi Arabia Crude,1992,103082,51.75,0.005600000000000001
2017-07-01,Middle East,Saudi Arabia,Arab Heavy,600,25770,42.95,0.0017000000000000001
2017-07-01,Middle East,Saudi Arabia,Berri (Extra Light),2845,137914,48.48,0.008
2017-07-01,Middle East,Syria,Syria Light,298,12670,42.52,8e-4
2017-07-01,Middle East,Yemen,Marib Light,295,11461,38.85,8e-4
2017-08-01,Africa,Algeria,Saharan Blend,6706,348629,51.99,0.0196
2017-08-01,Africa,Angola,Other Angola Crude,4938,250820,50.79,0.0144
2017-08-01,Africa,Cameroon,Cameroon Crude,955,45939,48.11,0.0028000000000000004
2017-08-01,Africa,Egypt,Medium/Light (30-40o),4821,247241,51.29,0.0141
2017-08-01,Africa,Libya,Medium (30-40o),14892,771647,51.82,0.0435
2017-08-01,Africa,Libya,Heavy (<30o API),647,32166,49.72,0.0019
2017-08-01,Africa,Libya,Light (>40o),8722,445701,51.1,0.0255
2017-08-01,Africa,Nigeria,Medium (<33o),11434,589811,51.58,0.0334
2017-08-01,Africa,Nigeria,Light (33-45o),12388,656540,53,0.0362
2017-08-01,Africa,Nigeria,Condensate (>45o),921,48049,52.17,0.0027
2017-08-01,Africa,Other African Countries,Other Africa Crude,3491,178427,51.11,0.0102
2017-08-01,Africa,Tunisia,Tunisia Crude,42,2175,51.79,1e-4
2017-08-01,America,Brazil,Brazil Crude,2543,117348,46.14,0.0074
2017-08-01,America,Canada,Canadian Heavy (<33° API),524,23407,44.64,0.0015
2017-08-01,America,Canada,Light Sweet (>30o API),705,37348,52.98,0.0021
2017-08-01,America,Colombia,Other Colombia Crude,1992,93122,46.74,0.0058
2017-08-01,America,Mexico,Olmeca,1526,78409,51.38,0.0045000000000000005
2017-08-01,America,Mexico,Maya,5051,230760,45.68,0.0148
2017-08-01,America,United States,Other US Crude,4142,209911,50.68,0.0121
2017-08-01,America,Venezuela,Extra Heavy (<17o),3058,132851,43.45,0.0089
2017-08-01,Europe,Denmark,Denmark Crude,1550,81702,52.71,0.0045000000000000005
2017-08-01,Europe,Norway,Statfjord,3301,174626,52.89,0.0096
2017-08-01,Europe,Norway,Ekofisk,8203,428826,52.28,0.024
2017-08-01,Europe,Norway,Other Norway Crude,19430,1011080,52.04,0.056799999999999996
2017-08-01,Europe,Norway,Oseberg,4382,231174,52.76,0.0128
2017-08-01,Europe,Norway,Gullfaks,3361,178883,53.22,0.0098
2017-08-01,Europe,Other European countries,Other Europe Crude,605,28748,47.51,0.0018
2017-08-01,Europe,United Kingdom,Flotta,1658,84858,51.17,0.0048
2017-08-01,Europe,United Kingdom,Forties,2583,132496,51.3,0.0075
2017-08-01,Europe,United Kingdom,Brent Blend,1565,80758,51.61,0.0046
2017-08-01,Europe,United Kingdom,Other UK Crude,7691,394621,51.31,0.0225
2017-08-01,FSU,Azerbaijan,Azerbaijan Crude,13535,725010,53.56,0.039599999999999996
2017-08-01,FSU,Kazakhstan,Kazakhstan Crude,27608,1415734,51.28,0.08070000000000001
2017-08-01,FSU,Other FSU countries,Other FSU Crude,15,794,52.93,0
2017-08-01,FSU,Russian Federation,Other Russian Fed. Crude,41705,2130628,51.09,0.1219
2017-08-01,FSU,Russian Federation,Urals,49118,2511976,51.14,0.1435
2017-08-01,Middle East,Iran,Other Iran Crude,1041,49009,47.08,0.003
2017-08-01,Middle East,Iran,Iranian Heavy,10321,468844,45.43,0.0302
2017-08-01,Middle East,Iran,Iranian Light,6591,312396,47.4,0.019299999999999998
2017-08-01,Middle East,Iraq,Basrah Light,8140,398701,48.98,0.023799999999999998
2017-08-01,Middle East,Iraq,Kirkuk,2681,130259,48.59,0.0078000000000000005
2017-08-01,Middle East,Iraq,Other Iraq Crude,10451,489379,46.83,0.0305
2017-08-01,Middle East,Kuwait,Kuwait Blend,6371,310806,48.79,0.018600000000000002
2017-08-01,Middle East,Saudi Arabia,Arab Light,16223,808756,49.85,0.047400000000000005
2017-08-01,Middle East,Saudi Arabia,Arab Medium,730,36082,49.43,0.0021
2017-08-01,Middle East,Saudi Arabia,Other Saudi Arabia Crude,729,36416,49.98,0.0021
2017-08-01,Middle East,Saudi Arabia,Arab Heavy,599,28932,48.3,0.0018
2017-08-01,Middle East,Saudi Arabia,Berri (Extra Light),2488,128877,51.81,0.0073
2017-09-01,Africa,Algeria,Saharan Blend,6871,391120,56.92,0.0206
2017-09-01,Africa,Algeria,Other Algeria Crude,597,34855,58.38,0.0018
2017-09-01,Africa,Angola,Other Angola Crude,5748,316324,55.04,0.0172
2017-09-01,Africa,Cameroon,Cameroon Crude,1020,55387,54.3,0.0031
2017-09-01,Africa,Egypt,Medium/Light (30-40o),2303,126343,54.86,0.0069
2017-09-01,Africa,Libya,Medium (30-40o),12698,700362,55.15,0.0381
2017-09-01,Africa,Libya,Heavy (<30o API),1204,60942,50.64,0.0036
2017-09-01,Africa,Libya,Light (>40o),5374,290199,54,0.0161
2017-09-01,Africa,Nigeria,Medium (<33o),10495,587257,55.95,0.0315
2017-09-01,Africa,Nigeria,Light (33-45o),10760,618770,57.5,0.0323
2017-09-01,Africa,Nigeria,Condensate (>45o),995,57014,57.3,0.003
2017-09-01,Africa,Other African Countries,Other Africa Crude,3794,210149,55.39,0.011399999999999999
2017-09-01,Africa,Tunisia,Tunisia Crude,185,10502,56.77,6e-4
2017-09-01,America,Brazil,Brazil Crude,5733,300982,52.5,0.0172
2017-09-01,America,Canada,Canadian Heavy (<33° API),1007,53472,53.1,0.003
2017-09-01,America,Canada,Light Sweet (>30o API),667,37794,56.7,0.002
2017-09-01,America,Mexico,Maya,4346,207323,47.71,0.013000000000000001
2017-09-01,America,United States,Alaska,138,7191,52.11,4e-4
2017-09-01,America,United States,Other US Crude,3602,197943,54.96,0.0108
2017-09-01,America,Venezuela,Extra Heavy (<17o),864,38771,44.87,0.0026
2017-09-01,Europe,Denmark,Denmark Crude,2005,113762,56.75,0.006
2017-09-01,Europe,Norway,Statfjord,2450,140322,57.29,0.0074
2017-09-01,Europe,Norway,Ekofisk,7802,446583,57.24,0.023399999999999997
2017-09-01,Europe,Norway,Other Norway Crude,22198,1242295,55.97,0.0666
2017-09-01,Europe,Norway,Oseberg,2073,117438,56.65,0.0062
2017-09-01,Europe,Norway,Gullfaks,2742,160491,58.54,0.008199999999999999
2017-09-01,Europe,Other European countries,Other Europe Crude,1174,58376,49.74,0.0034999999999999996
2017-09-01,Europe,United Kingdom,Flotta,3796,212432,55.96,0.011399999999999999
2017-09-01,Europe,United Kingdom,Forties,839,46941,55.96,0.0025
2017-09-01,Europe,United Kingdom,Brent Blend,2606,140631,53.96,0.0078000000000000005
2017-09-01,Europe,United Kingdom,Other UK Crude,8643,481649,55.73,0.0259
2017-09-01,FSU,Azerbaijan,Azerbaijan Crude,10975,627856,57.21,0.0329
2017-09-01,FSU,Kazakhstan,Kazakhstan Crude,22635,1235002,54.56,0.0679
2017-09-01,FSU,Russian Federation,Other Russian Fed. Crude,39422,2150960,54.56,0.1183
2017-09-01,FSU,Russian Federation,Urals,50616,2735995,54.05,0.1519
2017-09-01,Middle East,Iran,Other Iran Crude,2195,117884,53.71,0.0066
2017-09-01,Middle East,Iran,Iranian Heavy,8283,425591,51.38,0.024900000000000002
2017-09-01,Middle East,Iran,Iranian Light,5514,286721,52,0.0165
2017-09-01,Middle East,Iraq,Basrah Light,15725,834247,53.05,0.0472
2017-09-01,Middle East,Iraq,Kirkuk,5271,273615,51.91,0.0158
2017-09-01,Middle East,Iraq,Other Iraq Crude,11218,566113,50.47,0.0337
2017-09-01,Middle East,Kuwait,Kuwait Blend,6280,337358,53.72,0.018799999999999997
2017-09-01,Middle East,Saudi Arabia,Arab Light,16731,906558,54.19,0.050199999999999995
2017-09-01,Middle East,Saudi Arabia,Arab Medium,148,7296,49.3,4e-4
2017-09-01,Middle East,Saudi Arabia,Other Saudi Arabia Crude,996,56510,56.76,0.003
2017-09-01,Middle East,Saudi Arabia,Arab Heavy,698,34335,49.19,0.0021
2017-09-01,Middle East,Saudi Arabia,Berri (Extra Light),1789,95906,53.6,0.0054
2017-10-01,Africa,Algeria,Saharan Blend,10343,601616,58.16,0.0302
2017-10-01,Africa,Algeria,Other Algeria Crude,117,6674,57.04,3e-4
2017-10-01,Africa,Angola,Other Angola Crude,1908,111226,58.31,0.005600000000000001
2017-10-01,Africa,Cameroon,Cameroon Crude,1278,76189,59.63,0.0037
2017-10-01,Africa,Congo,Congo Crude,1854,112154,60.49,0.0054
2017-10-01,Africa,Egypt,Medium/Light (30-40o),2371,137376,57.94,0.0069
2017-10-01,Africa,Gabon,Other Gabon Crude,236,13606,57.63,7.000000000000001e-4
2017-10-01,Africa,Libya,Medium (30-40o),11174,647807,57.98,0.0326
2017-10-01,Africa,Libya,Heavy (<30o API),601,33073,54.99,0.0018
2017-10-01,Africa,Libya,Light (>40o),5180,301595,58.22,0.0151
2017-10-01,Africa,Nigeria,Medium (<33o),9926,589465,59.39,0.028999999999999998
2017-10-01,Africa,Nigeria,Light (33-45o),13248,787640,59.45,0.0387
2017-10-01,Africa,Nigeria,Condensate (>45o),1320,78917,59.77,0.0039000000000000003
2017-10-01,Africa,Other African Countries,Other Africa Crude,4098,242167,59.09,0.012
2017-10-01,Africa,Tunisia,Tunisia Crude,399,22280,55.83,0.0012
2017-10-01,America,Brazil,Brazil Crude,2885,147602,51.16,0.0084
2017-10-01,America,Canada,Canadian Heavy (<33° API),973,49419,50.81,0.0028000000000000004
2017-10-01,America,Colombia,Other Colombia Crude,187,10625,56.82,5e-4
2017-10-01,America,Mexico,Isthmus,2002,113257,56.57,0.0058
2017-10-01,America,Mexico,Maya,9966,509236,51.1,0.0291
2017-10-01,America,United States,Alaska,428,24371,56.94,0.0012
2017-10-01,America,United States,Other US Crude,5764,328993,57.08,0.0168
2017-10-01,America,Venezuela,Extra Heavy (<17o),1497,73540,49.11,0.0044
2017-10-01,Europe,Denmark,Denmark Crude,1229,72771,59.21,0.0036
2017-10-01,Europe,Norway,Statfjord,3992,234739,58.8,0.011699999999999999
2017-10-01,Europe,Norway,Ekofisk,4255,247355,58.13,0.0124
2017-10-01,Europe,Norway,Other Norway Crude,19055,1125109,59.05,0.0556
2017-10-01,Europe,Norway,Oseberg,3709,216704,58.43,0.0108
2017-10-01,Europe,Norway,Gullfaks,3659,215794,58.98,0.010700000000000001
2017-10-01,Europe,Other European countries,Other Europe Crude,1243,67020,53.94,0.0036
2017-10-01,Europe,United Kingdom,Flotta,2673,155600,58.21,0.0078000000000000005
2017-10-01,Europe,United Kingdom,Forties,2975,171826,57.76,0.0087
2017-10-01,Europe,United Kingdom,Brent Blend,1077,62939,58.45,0.0031
2017-10-01,Europe,United Kingdom,Other UK Crude,8201,482240,58.8,0.0239
2017-10-01,FSU,Azerbaijan,Azerbaijan Crude,14828,887955,59.89,0.0433
2017-10-01,FSU,Kazakhstan,Kazakhstan Crude,22872,1307384,57.16,0.0668
2017-10-01,FSU,Russian Federation,Other Russian Fed. Crude,38307,2167144,56.57,0.1118
2017-10-01,FSU,Russian Federation,Urals,55896,3119710,55.81,0.1632
2017-10-01,Middle East,Iran,Other Iran Crude,1053,56873,54.01,0.0031
2017-10-01,Middle East,Iran,Iranian Heavy,11278,587874,52.12,0.0329
2017-10-01,Middle East,Iran,Iranian Light,2679,144609,53.98,0.0078000000000000005
2017-10-01,Middle East,Iraq,Basrah Light,11823,647194,54.74,0.0345
2017-10-01,Middle East,Iraq,Kirkuk,5273,280559,53.21,0.0154
2017-10-01,Middle East,Iraq,Other Iraq Crude,10854,581896,53.61,0.0317
2017-10-01,Middle East,Kuwait,Kuwait Blend,4090,225281,55.09,0.011899999999999999
2017-10-01,Middle East,Saudi Arabia,Arab Light,19210,1086928,56.58,0.056100000000000004
2017-10-01,Middle East,Saudi Arabia,Other Saudi Arabia Crude,1394,85797,61.53,0.0040999999999999995
2017-10-01,Middle East,Saudi Arabia,Arab Heavy,599,31172,52.04,0.0017000000000000001
2017-10-01,Middle East,Saudi Arabia,Berri (Extra Light),2534,140801,55.56,0.0074
2017-11-01,Africa,Algeria,Saharan Blend,7677,482463,62.84,0.0222
2017-11-01,Africa,Algeria,Other Algeria Crude,877,55316,63.05,0.0025
2017-11-01,Africa,Angola,Other Angola Crude,3766,230325,61.16,0.0109
2017-11-01,Africa,Cameroon,Cameroon Crude,1244,78929,63.43,0.0036
2017-11-01,Africa,Egypt,Medium/Light (30-40o),2082,129567,62.24,0.006
2017-11-01,Africa,Gabon,Other Gabon Crude,313,19703,62.87,9e-4
2017-11-01,Africa,Libya,Medium (30-40o),15317,945938,61.76,0.0443
2017-11-01,Africa,Libya,Heavy (<30o API),1210,70312,58.12,0.0034999999999999996
2017-11-01,Africa,Libya,Light (>40o),8193,515953,62.98,0.023700000000000002
2017-11-01,Africa,Nigeria,Medium (<33o),13440,870237,64.75,0.038900000000000004
2017-11-01,Africa,Nigeria,Light (33-45o),9834,633430,64.41,0.028399999999999998
2017-11-01,Africa,Nigeria,Condensate (>45o),193,12187,63.12,6e-4
2017-11-01,Africa,Other African Countries,Other Africa Crude,5001,315662,63.12,0.014499999999999999
2017-11-01,Africa,Tunisia,Tunisia Crude,761,47071,61.87,0.0022
2017-11-01,America,Brazil,Brazil Crude,4746,269501,56.79,0.0137
2017-11-01,America,Canada,Canadian Heavy (<33° API),1285,71446,55.59,0.0037
2017-11-01,America,Canada,Light Sweet (>30o API),1343,84651,63.03,0.0039000000000000003
2017-11-01,America,Colombia,Other Colombia Crude,736,42081,57.18,0.0021
2017-11-01,America,Mexico,Maya,6386,337040,52.78,0.018500000000000003
2017-11-01,America,United States,Alaska,2037,127421,62.55,0.0059
2017-11-01,America,United States,Other US Crude,12145,743398,61.21,0.0351
2017-11-01,America,Venezuela,Extra Heavy (<17o),669,34756,51.93,0.0019
2017-11-01,Europe,Denmark,Denmark Crude,2081,134622,64.71,0.006
2017-11-01,Europe,Norway,Statfjord,2492,161993,65.01,0.0072
2017-11-01,Europe,Norway,Ekofisk,6030,380680,63.13,0.0174
2017-11-01,Europe,Norway,Other Norway Crude,19682,1253354,63.68,0.056900000000000006
2017-11-01,Europe,Norway,Oseberg,1954,117925,60.36,0.005600000000000001
2017-11-01,Europe,Norway,Gullfaks,2661,171061,64.29,0.0077
2017-11-01,Europe,Other European countries,Other Europe Crude,1059,61224,57.83,0.0031
2017-11-01,Europe,United Kingdom,Flotta,1864,116763,62.63,0.0054
2017-11-01,Europe,United Kingdom,Forties,1694,106477,62.84,0.0049
2017-11-01,Europe,United Kingdom,Brent Blend,3013,192793,63.99,0.0087
2017-11-01,Europe,United Kingdom,Other UK Crude,8093,494619,61.12,0.023399999999999997
